,tweet_text,pos_rev,neg_rev,neutral_or_unknown,google_product
258,The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW,1,0,0,1
259,The Google map app saves my life on a regular basis RT @mention maps has 150 million users. 40% of users are mobile #sxsw,1,0,0,1
260,The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,1,0,0,1
261,Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,1,0,0,1
262,#SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,1,0,0,1
263,Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},1,0,0,1
264,Third time the charm?&gt;&gt;&gt; #Google to launch new social network at #SXSW? - CNET News {link},1,0,0,1
265,Gotta love this #SXSW Google Calendar featuring top parties/ show cases to check out.  RT @mention via @mention =&gt;{link},1,0,0,1
266,"Foursquare ups the game, just in time for #SXSW {link} - Still prefer @mention by far, best looking Android app to date.",1,0,0,1
267,Just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30,1,0,0,1
268,#google real time location data as a layer on google earth gives breathtaking visual data #SxSW,1,0,0,1
269,&quot;Facebook and Google are our biggest competitors.&quot; Said #4sq's Crowley #sxsw #eurosxsw,1,0,0,1
270,why the heck doesn't google maps use browser geo-location? am I missing it somehow? using chrome. @mention #sxsw #startupbus,0,1,0,1
271,woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,1,0,0,1
272,Yes! nailed it - Google Circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,1,0,0,1
273,#SXSW I need the best android dev here.  Html5/JS issue need solving quickly.  Handsome reward and love for grabs.,1,0,0,1
274,"#google sees the future evolving as mobile, social, and local converge to yield even more relevant results #sxsw",1,0,0,1
275,"Google prefers to launch hyped new Social features with meh, not bang? via TC {link} #SXSW",0,1,0,1
276,I can't believe what google just announced at Maggie Maes. Game changer for sure. #sxsw,1,0,0,1
277,Google seems to have sabotaged my YouTube account - WTF? Are they trying to OWN the entire online ecosystem?  VERY BAD FORM #SXSW,0,1,0,1
278,If you aren't at google you just missed the dance party of a lifetime #SXSW,1,0,0,1
279,"Such suspense! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
280,Next presentation - Google's Marissa Mayer. Should be great! #sxsw (@mention Austin Convention Center w/ @mention {link},1,0,0,1
281,"Ha! RT @mention Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",0,1,0,1
282,#sxsw: @mention that's already kind of happening as Google tries to refine your searches and protect you from smut,1,0,0,1
283,#sxsw (@mention The League of Extraordinary H4ckers Presented By Google w/ 4 others) {link},1,0,0,1
284,"#sxsw: @mention Thinks Larry's elevation at Google is great: &quot;lost their way, caring too much about the biz, not enough about the world&quot;",1,0,0,1
285,Wow RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,0,0,1
286,An engineer from Google Chrome just came up to correct some misstatements about the browser. Awesome! #payingwithdata #sxsw,1,0,0,1
287,Gamechanger like Wave and Buzz no doubt RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,0,1,0,1
288,2 read l8er RT ÛÏ@mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxswÛ,1,0,0,1
289,"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw",1,0,0,1
290,"Mayer comes out sans intro, still gets cheers. #techrockstar Launches into Google's priority on location - Fast, Fun &amp; Future #sxsw",1,0,0,1
291,google presentation by Mayer is a sales pitch #fail #sxsw,0,1,0,1
292,Google presenting Hotpot. #SXSW #SXSWI (@mention Austin Convention Center w/ @mention {link},1,0,0,1
293,It was awesome to hear Marissa Mayer acknowledge that Google Maps needs to increase support for its product b/c of incorrect routes. #SXSW,0,1,0,1
294,Day one of #sxsw coming to a close. Lots of good stuff. Looking fwd to tomorrow. Coolest so far? Google location/map plans and features.,1,0,0,1
295,This stuff is great. Love seeing how these guys think outside the box with Google Doodles. #googledoodle #sxsw,1,0,0,1
296,2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,1,0,0,1
297,Good app for &quot;party people/party crasher&quot; ! RT @mention We have release Android App for Cluster -&gt; {link} #sxsw,1,0,0,1
298,Platform for Concertgoers Launches Android App in Time for SXSW - Mashable! {link} #sxsw,1,0,0,1
299,Grateful for my ACLU/google earplugs right about now #sxsw,1,0,0,1
300,Big line for the Google/Bing session and people in line saying it should have been in one of the ballrooms #SXSW,1,0,0,1
301,"#sxsw Ze Frank I missed the Childhood Walk project, with google street view, enables stunning revelations {link}",1,0,0,1
302,Learning from Google this afternoon. Woot! #sxsw  {link},1,0,0,1
303,Two guys from the google doodle team talk about the fun they have making the homepage pretty #sxsw {link},1,0,0,1
304,Installing @mention on my android so I can get the VIP pedicab treatment at #sxsw =),1,0,0,1
305,I'm giving $100 to the next person who comes up to me at #SXSW and tells me how cool Android is -- look around for me!  Look hard.,1,0,0,1
306,"but PC mag says don't hold your breath, #Circles launching slowly {link} #Google #sxsw #socialmedia",0,0,1,1
307,"Nieuwe regel?  &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
308,"Google goggles + location could tell you, for example, the history of a building you are looking at.  #AugmentedReality #SxSW",1,0,0,1
309,Google goggles may just be my new fave thing! #sxsw,1,0,0,1
310,At a #Google #SXSW party and I don't have a badge suckas!!!,1,0,0,1
311,#sxsw Google and Wired parties were fun. good info from the conference.  Aristotle developers could have taught developers sessions-nxt year,1,0,0,1
312,"&quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
313,&quot;Google Circles&quot; social network idea sound like a plan - {link} #sxsw,1,0,0,1
314,"&quot;google has too many products, and needs to condense them&quot; #sxsw  (FYI - they have NINE mobile products)",0,1,0,1
315,"&quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW",0,1,0,1
316,&quot;Google maps is the best. True dat. (Double true!)&quot; {link} @mention #SXSW #Google,1,0,0,1
317,#SXSW Google maps is even cooler than I thought,1,0,0,1
318,&quot;Google maps: Route around traffic is saving our user 2 years every day.&quot; Marissa Mayer #sxsw,1,0,0,1
319,"#sxsw Google party in Austin Texas, on entry received anti privacy law petition, sunglasses and free beer. {link}",1,0,0,1
320,&quot;Google to Launch Major New Social Network.&quot; really dont need another social network...{link} #sxsw,0,1,0,1
321,@mention Google and Lego teamed up 4 showdown at #SXSW w/ 14 teams of developers making #bots w/ mindstorm. 2nite they fight 12am #gsdm,0,0,1,1
322,My #sxsw Google calendar is getting a little out of control,0,1,0,1
323,@mention Google Circles will be Lame. #sxsw &lt;3,0,1,0,1
324,I think #Google lost their way by caring too much about their business (instead of their users) Tim O'Reilly #sxsw #pnid,0,1,0,1
325,Each day google maps is saving two years of user's lives! #sxsw,1,0,0,1
326,Spotted: Google Maps Street View car! I wonder if I'll be able to find myself on the maps one day. #sxsw {link},1,0,0,1
327,"Just saw google speak, creating search engines tht can recognize pictures. Artificial intelligence is here! #SXSW",1,0,0,1
328,@mention Google was advertising the check-in-thing at #AUS #SXSW  {link},1,0,0,1
329,"@mention great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)",1,0,0,1
330,Having a great time at the Google Party #sxswi #sxsw,1,0,0,1
331,Props to GSDM and the big G. (google) at #SXSW. Great crowd and agency space but Bluezoom can give them a run ;) {link},1,0,0,1
332,"Lunch with @mention at #CNNGrill. View from the HTML5 dev trenches: Android is painful, iOS is sleek (for what @mention is doing) #sxsw",0,1,0,1
333,Open graph did repair the damage google did to the title tag. #sxsw #microformats,0,1,0,1
334,wow!! much hirer than I expected RT @mention 40% of google maps use is mobile #sxsw,1,0,0,1
335,"Bing/icanhas is on fire. Still going to keep searching with google, though. #sxsw #thanksforthebrandedshades",1,0,0,1
336,"Beware, the android #sxsw app for schedules is completely innacurate. Just walked to the hyatt for no reason #sxswfail",0,1,0,1
337,#google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #SxSW,1,0,0,1
338,Data is the new oil. (Companies like Google and Facebook have monopoly and terms of service to be wary of) - @mention #sxsw,0,1,0,1
339,About to hear Marissa Mayer from Google speak. 3 rows back. So cool! #SXSW #Google,1,0,0,1
340,Have you heard about the #android app Bizzy? They've challenged TDG to Check Out #sxsw read more: {link},1,0,0,1
341,"@mention Hey Taariq, howdy from Texas, fav #sXsw app so far is the official one {link} &lt;--android-or get Iphone #UsGuys",1,0,0,1
342,@mention Hey! Y'all have anyway to get text updates?? I don't have a cool pocket google machine phone #sxsw,1,0,0,1
343,What's behind #Android's race to No. 1? {link} #smartphones #technology #mobile #sxsw #sxswi,1,0,0,1
344,"GENIUS behind Google Circles.
¡á¾_Î¾Ð¡_____ÔÈÏ_ãöÝÇÜ¼¼
Real Life Social Graph Network v2 
View documents by Paul Adams {link}",1,0,0,1
345,"95% of iPhone and Droid apps have less than 1,000 downloads total. #SXSW",0,1,0,1
346,Learning how to get personalized recommendations using Google Hotpot {link} #sxsw,1,0,0,1
347,#google shows super-fast Google Maps for mobile with 3D rendering. #sxsw,1,0,0,1
348,This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,1,0,0,1
349,@mention I'd say yes. Facebook and Google are implementing it which brightens the future. Good impact I'm search too. #sxsw,1,0,0,1
350,@mention I'm guessing there will not be an #Android app in time for #SXSW?,0,1,0,1
351,"Google tries to give doodles a whimsical, fun spirit. #sxsw #GoogleDoodles",1,0,0,1
352,Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,1,0,0,1
353,Marissa Miller of Google makes shout out to the  Khan Academy and the great things they're doing for education. #fmsignal #sxsw (cc @mention,1,0,0,1
354,"Juts in time for #SXSW =&gt; Group-Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App {link}",1,0,0,1
355,Wandered in on Google Doodles presentation to see @mention presenting! Fun! #sxsw,1,0,0,1
356,#sxsw adding my schedule into the android sxsw go app.  Handy.,1,0,0,1
357,Google using Starry Night to demo their streetview-like art project. It's like they're inside my brain. #sxsw,1,0,0,1
358,"&quot;brains are to zombies what content is to google, they can't get enough&quot; #sxsw #contentrules",1,0,0,1
359,Fun with interactive maps at the @mention and Google party: {link} #sxsw,1,0,0,1
360,Just ran into @mention and apparently @mention didn't tell him there's a Bizzy android app :) remedied #sxsw cc: @mention,1,0,0,1
361,the @mention booth is up and ready for the #sxsw tradeshow tmr! Off to the Android party...,1,0,0,1
362,New @mention for iPhone+Android.. No more service fees! Booyah #SXSW #GitChoCocktailOn,1,0,0,1
363,Hey @mention got invited to a new group at #SXSW and your Android app keeps crashing when I try to join! WTF? #sxswfail,0,1,0,1
364,Hey @mention your app won't download from the Android app market. Just a heads up #SXSW,0,1,0,1
365,Good session! RT @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,1,0,0,1
366,Domo for iOS and Android just got released! @mention #domo #tonchidot #boom #sxsw,1,0,0,1
367,"Getting hip to new Android apps in preparation for #Hangover3, also known as #SXSW. @mention @mention and @mention apps rock my socks :)",1,0,0,1
368,awesome: iphones etc on at&amp;t and wifi frozen at #sxsw but  #tmobile teathering on my Android G2 works like a charm,1,0,0,1
369,Who else is excited for #SXSW and the possibility of Google Circles? Is anybody in Austin who can give us an update? $GOOG,1,0,0,1
370,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",0,1,0,1
371,@mention It's the next step of Google becoming Skynet. #SXSW,0,1,0,1
372,We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},1,0,0,1
373,Mayer admits that Google needs to step up one-to-one customer service. Would set an amazing precedent! #sxsw #fh,1,0,0,1
374,Just met Jared at the Android meetup #sxsw. Big Android fan!  {link},1,0,0,1
375,Really enjoying the changes in Gowalla 3.0 for Android! Looking forward to seeing what else they &amp; Foursquare have up their sleeves at #SXSW,1,0,0,1
376,Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw,1,0,0,1
377,@mention just gave a great 15 minute preso on designing for #android! #mccannsxsw #SXSW,1,0,0,1
378,@mention Just started using the Android app. Totally killer service and I think you'll be huge at #SXSW! Hope your servers are ready. ;),1,0,0,1
379,"#SXSW is just starting, #CTIA is around the corner and #googleio is only a hop skip and a jump from there, good time to be an #android fan",1,0,0,1
380,@mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw. Thanks brah!,1,0,0,1
381,great talk about the Google Doodles and in the end they hand out printed signed doodles #SXSW  {link},1,0,0,1
382,"Weinschenk at #bankinnovation: next battle for this is going to happen with apple, google, verizon, att. Great point. Totally agree. #sxsw",1,0,0,1
383,Great talk on using game mechanics to get user engagement @mention from google rocked it. #sxsw,1,0,0,1
384,"Tech Check podcast -- South By Southwest, Android passes BlackBerry, a big Twitter fail -- {link} #sxsw #cnn",1,0,0,1
385,Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw,1,0,0,1
386,"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia #sxsw",0,1,0,1
387,New social network from Google? News abuzz about the launch of #GoogleCircles at #SXSW,1,0,0,1
388,New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,1,0,0,1
389,"New Social Network may launch 2day! &quot;Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",1,0,0,1
390,SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,1,0,0,1
391,@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},1,0,0,1
392,"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",1,0,0,1
393,Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,1,0,0,1
394,Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,1,0,0,1
395,Have Google launched their next social media flop yet? #sxsw,0,1,0,1
396,That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,1,0,0,1
397,Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,1,0,0,1
398,The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,1,0,0,1
399,GSDM Google party is off the hook! #SXSW  {link},1,0,0,1
400,"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",1,0,0,1
401,"Dear google, your photobooth sucks. #sxsw",0,1,0,1
402,This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,1,0,0,1
403,Google celebrating Pi Day in style at #SXSW -  {link},1,0,0,1
404,"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",1,0,0,1
405,Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,1,0,0,1
406,"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",1,0,0,1
407,"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",1,0,0,1
408,Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,1,0,0,1
409,Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},0,1,0,1
410,"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",0,1,0,1
411,"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",0,1,0,1
412,Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},1,0,0,1
413,Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,0,0,1
414,"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",0,1,0,1
415,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",0,1,0,1
416,Just downloaded the #sxsw go app off the android market... let's get ittttt,1,0,0,1
417,"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",1,0,0,1
418,"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",0,1,0,1
419,We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},1,0,0,1
420,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",1,0,0,1
421,"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",0,1,0,1
422,In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,1,0,0,1
423,Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},1,0,0,1
424,Google's Marissa Mayer up next at #SXSW - looking forward to this.,1,0,0,1
425,Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,1,0,0,1
426,"Watching Marissa Mayer talk about advanced / future Google location-based &amp; augmented reality projects, very cool! #SXSW #SXSWi",1,0,0,1
427,Google's Mayer: Google Map's Route Around feature saves 2 yrs of drive time every day.  I missed the amount of gas that saves. Anyone? #sxsw,1,0,0,1
428,"The New @mention for the Android 3.0 is so great, can't wait to use it during #sxsw !",1,0,0,1
429,"Wow. RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
430,Casually mentioned: you can forecast the DOW six days ahead based on Google mood analysis of Twitter data. #sxsw #smvis #imrich,1,0,0,1
431,marcelosomers: New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw: marcelosomers:... {link},1,0,0,1
432,Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},1,0,0,1
433,Doodle competition: invite kids to create own doodles. Winners are put on Google.com to celebrate their awesomeness!  #GoogleDoodle #sxsw,1,0,0,1
434,"Nope, seems no Google Circles launch today: {link} #sxsw",0,1,0,1
435,"Ahhh, darn :( RT @mention @mention @mention according to @mention Google has confirmed it is not launching at #SXSW, if at all.",0,1,0,1
436,ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],1,0,0,1
437,Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,1,0,0,1
438,Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,1,0,0,1
439,"Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation",1,0,0,1
440,"this woman is great - fessing up to issues, admitting google could do better #sxsw",0,1,0,1
441,Left brain search = google. Right brain search = X. Best session today covering semantic web and recommendations #sxsw {link},1,0,0,1
442,Are you in town for #SXSW? Be sure to check in with us using Google Places and Foursquare for some kick ass deals! #foursquare #googleplaces,1,0,0,1
443,"Having fun with Google Analytics in our Berklee Topspin class !  If you haven't used it before, great info for marketing your music ! #SXSW",1,0,0,1
444,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,0,1,0,1
445,Google finding new ways to help small business say more on their Place Page #sxsw [Here's our overview {link},1,0,0,1
446,Google handing out free pi for pi day! #SXSW #win,1,0,0,1
447,"At Team Android party, come by @mention table &amp; show us Appolicious app on yr phone to enter to win Nexus S! {link} #sxsw",1,0,0,1
448,My free android tshirt #SXSW  {link},1,0,0,1
449,Does anyone have an address for the yeasayer concert tonight? Google maps is failing. #sxsw,0,1,0,1
450,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,1,0,0,1
451,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,1,0,0,1
452,Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,1,0,0,1
453,"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",1,0,0,1
454,Wowwwwww next google maps is amazing! #sxsw,1,0,0,1
455,interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSWÛ,0,1,0,1
456,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,1,0,0,1
457,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},1,0,0,1
458,"@mention Nice #SXSW song @mention  DonÛªt hack, Write Rails. Under deliver, over sell. Work for Google. {link}",0,1,0,1
459,"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",1,0,0,1
460,"#SXSW keynote Marissa Mayers: 12 billion miles driven w/ Google maps navigation / yr, route around traffic saving users 2 yrs total. Wow.",1,0,0,1
461,Mayer opens it up to questions. Brave girl. More &quot;Google should...&quot; than actual ?s. At least she's accessible. #sxsw,0,0,1,1
462,"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",1,0,0,1
463,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",1,0,0,1
464,"Ok, I'm interested. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
465,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,1,0,0,1
466,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
467,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,1,0,0,1
468,#sxsw @mention das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public,0,1,0,1
469,Maybe @mention is trying to calculate how much money Mahalo is losing from the Google Farmer update #sxsw,0,0,1,1
470,+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,1,0,0,1
471,#SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,1,0,0,1
472,Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},1,0,0,1
473,"Heading to #sxsw? We're hosting an Android dev meetup, 1:30-2:30pm. Details to follow, but let's plan on geeking out.",0,0,1,1
474,Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,0,1,0,1
475,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},1,0,0,1
476,Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,1,0,0,1
477,#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,0,1,0,1
478,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxsw,1,0,0,1
479,Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,1,0,0,1
480,Excited to meet the @mention at #sxsw so I can show them my Sprint Galaxy S still running Android 2.1.   #fail,0,1,0,1
481,Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,1,0,0,1
482,"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
483,Anxious to see what Google has in store for #SXSW today.,1,0,0,1
484,Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,1,0,0,1
485,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},1,0,0,1
486,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,1,0,0,1
487,Umm. Hello!! What about Android?! RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw.,1,0,0,1
488,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",1,0,0,1
489,"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",1,0,0,1
490,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,1,0,0,1
491,"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",0,1,0,1
492,"For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",1,0,0,1
493,I have Google Circles invites! Follow me if you are interested! #google #circles #sxsw,1,0,0,1
494,40% of Google map usage is mobile! Yowza #sxsw,1,0,0,1
495,"40% of Google Maps usage is mobile, now has 150 million mobile users. #sxsw (via @mention",1,0,0,1
496,40% of Google Maps usage is Mobile.  wow. @mention #sxsw #myegc,1,0,0,1
497,At the Google party...awesome.  #SXSW,1,0,0,1
498,#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews,1,0,0,1
499,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,1,0,0,1
500,"Apple, Google, Intel &amp; Others Get Going Gold for the Go Game  {link} #TheGoGame #SXSW",1,0,0,1
501,Seeing Google's new maps for mobile with 3D buildings and super fast rendering over network. #sxsw,1,0,0,1
502,Team Android at SXSW ÛÒ full party details revealed! {link} #News #austin #sxsw #team_android,1,0,0,1
503,Team Android at SXSW ÛÒ full party details revealed! {link} #sxsw,1,0,0,1
504,Team Android party at Lustre Pearl; so nice to be among my people!! #SXSW,1,0,0,1
505,"Amazing joke on bad teeth picture... Just google British teeth on google, it's the first hit. @mention dude is killing it! #SXSW",1,0,0,1
506,Really cool shit #google is working on. #Google web fonts look hawt. #sxsw @mention,1,0,0,1
507,#sxsw Recommendation Engine Session was  fantastic!  Thanks #google #pandora #YouTube #stumbledupon.,1,0,0,1
508,RT @mention : We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,1,0,0,1
509,RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,0,1,0,1
510,RT @mention 'Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,1,0,0,1
511,"RT @mention ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",1,0,0,1
512,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},1,0,0,1
513,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,1,0,0,1
514,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,1,0,0,1
515,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,1,0,0,1
516,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,1,0,0,1
517,RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy #sxsw #911tweets,1,0,0,1
518,"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
519,"RT @mention &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW",0,1,0,1
520,RT @mention &quot;Google maps: Route around traffic is saving our user 2 years every day.&quot; Marissa Mayer #sxsw,1,0,0,1
521,"RT @mention &quot;IAVA wants to be the Google of nonprofits.&quot; / yes, we do b/c our #vets deserve nothing less! #sxsw #letshookup",0,0,1,1
