,tweet_text,pos_rev,neg_rev,neutral_or_unknown,apple_product,google_product
2311,#Cloud #VC This Post Has Nothing to do with #SXSW: 2x startup Founder &amp; CEO who has gone to the Dark Side o... {link} #TCN,0,0,1,0,0
2312,woohoo! cc: @mention @mention RT @mention Apple to Open Pop-Up Shop at #SXSW [REPORT] - {link},0,0,1,0,0
2313,Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link},0,0,1,0,0
2314,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues - TechCrunch: Chris Sacca Tweets O... {link} #apple",0,0,1,0,0
2315,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",0,0,1,0,0
2316,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link} #ipad",0,0,1,0,0
2317,ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention,0,0,0,0,0
2318,The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw,0,1,0,0,0
2319,"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",1,0,0,1,0
2320,I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind,0,0,1,0,0
2321,@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,1,0,0,1,0
2322,"@mention can one of your shirts say #winning?! Rofl!!

#angrybirds #iPhone #iPad #SXSW",0,0,1,0,0
2323,@mention Can we make you an iPhone case with TTYE on it just in time for #sxsw? We want to show our support!,0,0,1,0,0
2324,"Bisotã¢ location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}",0,0,1,0,0
2325,"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",1,0,0,0,0
2326,RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.,0,0,1,0,0
2327,"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5",0,0,1,0,0
2328,Open-source geo-hashing coming soon from @mention being used by @mention developers called S2 #SXSW,0,0,1,0,0
2329,"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}",0,0,1,0,0
2330,"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention",0,0,1,0,0
2331,#techcrunch #google LaunchRock And Vencorps Want To Give $30K To The ÛÏBestÛ Startups #SXSW: L... {link} #facebook @mention,0,0,1,0,0
2332,#techcrunch #google This Post Has Nothing to do with #SXSW: EditorÛªs Note: This is a guest po... {link} #facebook @mention,0,0,1,0,0
2333,Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link},0,0,0,0,0
2334,"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}",0,0,1,0,0
2335,#sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,0,0,1,1,0
2336,"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;",0,0,1,0,0
2337,#sxsw #enchantment: @mention &quot;Early Apple days: Any flight over 2h qualifies for 1st class.&quot; &quot;When does 2h start? When leaving apt&quot;,0,0,1,0,0
2338,"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah",0,0,1,0,0
2339,#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,0,1,0,1,0
2340,"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",0,1,0,1,0
2341,#sxsw #enchantment: @mention &quot;Wouldn't let Apple II people in our building [where they were building Macs]&quot;,0,0,1,0,0
2342,My Apple Charger Lanyard hack is getting rave reviews! :-) #MonksOfInvention #SxSW {link},0,0,1,0,0
2343,@mention check into some of the new chatting/texting startups that are coming out of #SXSW {link} (re:iphone chat client),0,0,1,0,0
2344,@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},1,0,0,1,0
2345,@mention check out @mention awesome dj skills on the iPad while u are at #SXSW,1,0,0,1,0
2346,"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW",1,0,0,1,0
2347,"@mention Check out a bunch of #free #atx on the @mention Unofficial #SXSW events list, here or for iPhone/Android: {link}",0,0,1,0,0
2348,"@mention check out GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",0,0,1,0,0
2349,@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way,1,0,0,0,1
2350,"@mention check out Smyle (for #Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. #SXSW #app",1,0,0,0,1
2351,About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw,1,0,0,1,0
2352,@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW,1,0,0,1,0
2353,@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW,1,0,0,1,0
2354,@mention check the photo feed from Apple store #SXSW  {link} thanks to @mention @mention @mention.,0,0,1,0,0
2355,"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",0,1,0,1,0
2356,#saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link},1,0,0,0,1
2357,Apple's Schiller: White iPhone will debut in spring: Don't they also try to sell you faster speed cable? #SXSW m... {link},0,0,1,0,0
2358,"Best tsotchke at #SxSW so farÛÓmy iPhone was almost out of power and PowerMat gave me a free, fully charged battery: {link}",0,0,1,0,0
2359,"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.",0,1,0,1,0
2360,congrats chris! RT @mention #SXSW Interactive Award: Music Category to &quot;Wilderness Downtown&quot; @mention @mention @mentione,0,0,1,0,0
2361,"Anna's Social Media Picks of the Week (03/11/11) {link} covering social media and Japan, The iPad 2, #SXSW and more...",0,0,1,0,0
2362,Google Social Media RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link},0,0,1,0,0
2363,Google Social Network: Circles   coming today at #sxsw? {link},0,0,1,0,0
2364,It's official: everyone at #sxsw uses an iphone.,0,0,1,0,0
2365,It's official: people using the iPad 2 to take photos just look weird. #SXSW,0,1,0,1,0
2366,It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link},1,0,0,1,0
2367,It's Official! An Apple Store has popped up at #SXSW  {link},0,0,1,0,0
2368,It's official! I'm buying an iPad. #SXSW #elevate,1,0,0,1,0
2369,#google #circles #sxsw #shice /via @mention {link},0,0,1,0,0
2370,#Google #Circles reveal at that joint session with ACLU tonight? This video doesn't make me think so. {link} #sxsw @mention,0,0,1,0,0
2371,#Google #Circles.. Google's latest Social venture Google Circles reportedly won't be launched at #SXSW today - {link},0,0,1,0,0
2372,&quot;Narcissism &amp; challenge of FB Pages&quot; {link} coupled w/ &quot;Google's Spam Problem&quot; {link} explain Circles &quot;a bit&quot;. #sxsw,0,0,1,0,0
2373,Pretty excited about the Apple Pop Up Store coming to #SXSW {link},1,0,0,1,0
2374,Pretty excited for @mention iPad session #uxdes #sxsw,1,0,0,1,0
2375,Pretty excited for my iPhone to stop working #sxsw #AT&amp;T,0,1,0,1,0
2376,really excited for my first panel!  #tapworthy iPad Design Headaches  Should be awesome.  the book is!  #sxsw #gsdm,0,0,1,0,0
2377,"Really excited to see the documentary Something Ventured at #sxsw today. About the rise of Intel, Apple, Genentech, Cisco, &amp; Atari.",0,0,1,0,0
2378,We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,1,0,0,1,0
2379,FedEx truck unloading outside Apple popup store. #sxsw #ipad2,0,0,1,0,0
2380,#iPad2 rocks #SXSW (@mention Apple POP UP Store) {link},1,0,0,1,0
2381,FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link},0,0,1,0,0
2382,"#SXSW #Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #seo #sem #cloudcomputing #topnews",0,0,1,0,0
2383,"SXSW ÛÒ Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #Rackspace #sxsw #Top_News",0,0,1,0,0
2384,"This is ackward. Sitting in the back of Ballroom F at the ACC, looking to my left and right: I'm the only non-Macbook / iPad here. Oh. #sxsw",0,0,1,0,0
2385,Theres a class war forming here at #sxsw. iPad 2 owners vs. first gen owners.,0,0,1,0,0
2386,"Time for coffee, muffins and news reading with leNewz at #SXSW trade show (booth #1422 just behind Google's)",0,0,1,0,0
2387,@mention come by tomorrow to get your iPhone case! #zazzlesxsw #Sxsw #Zazzle #sxswi {link},0,0,1,0,0
2388,"After... Come visit Milyoni we are at Booth, 1223 right under the big Google sign at #SXSW {link}",0,0,1,0,0
2389,My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw,1,0,0,1,0
2390,.crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.,1,0,0,1,0
2391,"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}",1,0,0,1,0
2392,At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).  What happened to the PC? Is it becoming obsolete?,0,0,1,0,0
2393,At #SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?,1,0,0,1,0
2394,@mention congrats on the first iPad 2 at #sxsw,1,0,0,1,0
2395,@mention Congrats on your iPhone app being featured at #SXSW!,1,0,0,1,0
2396,@mention Congratulations on winning the Android award! :) #sxsw,1,0,0,0,1
2397,"@mention congratulations, sent from Seesmic on my Android phone, at #SXSW!",1,0,0,0,1
2398,Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,0,0,1,0,0
2399,Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa,0,0,1,0,0
2400,iPad app content needs to be shallow but engaging #sxsw,0,0,1,0,0
2401,Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!,0,1,0,0,1
2402,"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",1,0,0,1,0
2403,"Could be cool. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,0,1
2404,"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw",1,0,0,0,1
2405,I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW,1,0,0,1,0
2406,It's the couple from that Evo vs. iPhone video! #sxsw {link},0,0,1,0,0
2407,I have a couple of iPad paintings being exhibited for #sxsw at the Austin Details Gallery. Show opens this Friday - {link},0,0,1,0,0
2408,"Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",0,0,1,0,1
2409,@mention crew ripped up Android party - thanks for having us Droid! {link} #sxsw,1,0,0,0,1
2410,#Want: Micro USB charger for Samsung Android or Kindle at #SXSW starting 3/11. Will pay $10 for 7 days: {link} #snapgoods,0,0,1,0,0
2411,The data crunch at #SXSW is crippling Google Voice. Back to regular texting we go...,0,1,0,0,1
2412,new product idea: pants with a built in iphone charging dock built into the pocket! #sxsw,1,0,0,1,0
2413,"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw",0,1,0,1,0
2414,"#bjdproductions #Apple heads to #SXSW, sets up temporary store in Austin {link} #tech",0,0,1,0,0
2415,#bjdproductions #Apple Opening Pop-Up Store In Austin For #SXSW {link} #tech,0,0,1,0,0
2416,#bjdproductions #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #tech,0,0,1,0,0
2417,"#bjdproductions #Apple saves #SXSW, set to open pop-up store {link} #tech",0,0,1,0,0
2418,#bjdproductions #Lightbox_Photos Wants To Be Your New #Android Camera App (#SXSW) {link} #tech,0,0,1,0,0
2419,"#bjdproductions At #SXSW, #Apple schools the marketing experts {link} #tech",0,0,1,0,0
2420,"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech",1,0,0,1,0
2421,#bjdproductions Google to launch new social network at #SXSW? {link} #tech,0,0,1,0,0
2422,{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw,1,0,0,1,0
2423,Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. In Austin at 6th &amp; Congress. {link},0,0,1,0,0
2424,Sosososo cuteeeeee {link} #thingsthatdontgotogether Jalen Rose #sxsw iPad,0,0,1,0,0
2425,Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw,0,0,1,0,0
2426,Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW,1,0,0,1,0
2427,"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw",0,1,0,0,0
2428,What would #copyright look like if created today? w/ @mention CEO/Pres Floor64 Inc &amp; William Patry Sr Copyright counsel Google #sxsw,0,0,1,0,0
2429,#Apple and #HP are 'popping in' for #SXSW; both setting up temp sites: {link} #Austin #Atx #Austinbusiness,0,0,1,0,0
2430,Extra iPad 2 for sale in Austin convention center who wants one? {link},0,0,1,0,0
2431,#tech iPad 2 Gets Temporary #Apple_Store for #SXSW {link},1,0,0,1,0
2432,"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw",1,0,0,1,0
2433,"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; #SXSW #social",1,0,0,1,0
2434,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood,0,1,0,1,0
2435,"Google and ACLU are buddies?ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",0,0,1,0,0
2436,Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. #SXSW,1,0,0,1,0
2437,That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},1,0,0,1,0
2438,that would be me (via @mention Apple's opened a pop-up store in Austin so the nerds @mention #SXSW can get new iPads. {link} #cnet,0,0,1,0,0
2439,This could be the first big news out of #sxsw... {link}  Google building new social framework.,1,0,0,0,0
2440,Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},0,1,0,0,1
2441,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link},0,1,0,0,1
2442,Google and Bing sitting on the same panel. They don't look like they want to punch each other in the face. Cc: @mention #sxsw,0,0,1,0,0
2443,Unexpected bonus of waking up at 4am to make #SXSW flight: being up to order iPad 2 right as it's released,1,0,0,0,0
2444,"Surrounded by tats, piercings, live music, gadgets galore -- yep,  hipster heaven! #Google, #gsdm #welivehere #wepartyhere #sxsw",0,0,1,0,0
2445,&quot;iPad cleaner&quot; takes on two very different terms at #sxsw,0,0,1,0,0
2446,Near Field Communication already here on android phones. #SXSW #bemyneighbor,1,0,0,0,0
2447,"My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it",0,0,0,0,0
2448,Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw,0,1,0,1,0
2449,"&quot;iPad Design Headaches (2 Tablets, Call in the Morning)&quot; at #SXSW is packed!",0,0,1,0,0
2450,I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.,1,0,0,1,0
2451,"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",1,0,0,1,0
2452,SXSW Crowd Earns $10K for Charity by Playing a Game [PICS]: In an unusual keynote speech... {link} #News #sxsw #Cyber #iPhone,0,0,1,0,0
2453,Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW,1,0,0,1,0
2454,"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",1,0,0,0,1
2455,Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,1,0,0,1,0
2456,Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.,0,0,1,0,0
2457,Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah,1,0,0,1,0
2458,"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! {link} cc @mention",1,0,0,1,0
2459,iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale,0,0,1,0,0
2460,"free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo",0,0,1,0,0
2461,"Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",0,0,1,0,0
2462,"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",1,0,0,1,0
2463,Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw,1,0,0,1,0
2464,You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW,0,1,0,1,0
2465,"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. {link}",0,0,1,0,0
2466,makes good sense RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,1,0,0,1,0
2467,UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention,1,0,0,0,0
2468,#localmind sounds awesome.. location based Q&amp;A could be incredibly useful. {link} #iphone #sxsw,1,0,0,1,0
2469,#sxsw ipad store sold out of everything except 64gig wifi only white,0,0,1,0,0
2470,Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.,1,0,0,1,0
2471,"I'm bummed that I missed the Team Android party at #SXSW... Oh well, CTIA is right around the corner... Boom, roasted...",0,0,0,0,0
2472,Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw,0,0,1,0,0
2473,Just saved the #sxsw 'I'm so productive I don't get anything done' with my iPad dongle. Get get'm #sxswbusy,0,0,1,0,0
2474,Just found the back door into the #sxsw apple store. #ip2 ftw!,0,0,1,0,0
2475,Almost had the worst #sxsw FAIL... Left my iPhone on the kitchen counter. Realized it after 5 min of driving to the airport...,0,0,1,0,0
2476,Don't need to charge at #sxsw if you're talking in the sun with your iphone: {link} boom!,0,0,1,1,0
2477,Interested to hear how it's different from Google Buzz. RT @mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :),1,0,0,0,1
2478,I just had to read TV recaps online to keep up with my shows. I have 600 unread posts in Google Reader. I'm completely detached. #sxsw,0,0,1,0,0
2479,Interested to see what Google will have to show off when they unveil #Circles at #sxsw.,0,0,1,0,0
2480,No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!,0,0,1,0,0
2481,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",0,1,0,1,0
2482,{link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,1,0,0,1,0
2483,HTML 5 and you. At the google booth. #sxsw  {link},0,0,1,0,0
2484,Don't hold your breath about Google Circles (at least during #SXSW): {link},0,0,1,0,0
2485,"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}",0,0,1,0,0
2486,"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen",0,0,1,0,0
2487,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,1,0,0,0,1
2488,All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,1,0,0,1,0
2489,"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",1,0,0,1,0
2490,All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!,1,0,0,1,0
2491,Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW,0,0,1,0,0
2492,First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times,1,0,0,0,0
2493,#want ipad2? Win it here: {link} #sxsw,1,0,0,1,0
2494,Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,1,0,0,1,0
2495,@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,0,0,1,0,0
2496,The MoST Dangerous ipad in my life.. {link} Jaqueline Bojan #sxsw,0,0,1,0,0
2497,Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW,1,0,0,0,1
2498,iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,0,0,1,0,0
2499,"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",0,0,1,0,0
2500,#JustMet David from Beyond. We both had stories of guys making drunken ipad purchases at the Apple pop up store. #SXSW #whattechnerdsdodrunk,0,0,1,0,0
2501,"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...",1,0,0,0,1
2502,It's pie day at the google booth at #sxsw #mylunch,1,0,0,0,1
2503,#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! {link},0,0,1,0,0
2504,"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw",0,0,1,0,0
2505,The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.,0,1,0,1,0
2506,dumb blonde {link} Evelyn #sxsw Juwan Howard iPad,0,0,1,0,0
2507,Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,0,0,1,0,0
2508,"To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",0,0,1,0,0
2509,I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.,1,0,0,1,0
2510,The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi,0,0,1,0,0
2511,"Getting ideas at #SXSW? Save them on your iPad using Action Lists. True to GTD, syncs w/ iPhone &amp; web.
{link}",1,0,0,0,0
2512,bands needed for sx podcast {link} #sxsw,0,0,1,0,0
2513,Have decided I need an ipad. #usguys #sxsw,1,0,0,1,0
2514,giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,0,0,1,0,0
2515,@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. {link},0,0,1,0,0
2516,"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",1,0,0,1,0
2517,Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,1,0,0,0,1
2518,Watching demo of google hotpot ... People using this? #sxsw,0,0,1,0,0
2519,We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,0,0,1,0,0
2520,Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,0,0,1,0,0
2521,"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",0,0,1,0,0
2522,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw,0,0,1,0,0
2523,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw it's more fun with the iPad2,1,0,0,1,0
2524,Next up: designing interfaces for iPad. Or should I hit up &quot;Your Brand is Obsolete&quot;? #SXSW,0,0,0,0,0
2525,#android dev meetup was mostly ppl looking for devs. Good skill to learn if you havent already. #SXSW #mccannsxsw,1,0,0,0,1
2526,"Possible dÌ©voilement au #SXSW RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",0,0,1,0,0
2527,"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - {link} - via @mention",0,0,1,0,0
2528,@mention Did you do this in Austin at @mention #SXSW? {link},0,0,1,0,0
2529,@mention Did you find out the hours of the apple store? I'm curious too... #sxsw,0,0,1,0,0
2530,@mention did you hear the rumor there might be a special apple pop-up store at #sxsw specifically for the ipad2 launch?,0,0,1,0,0
2531,@mention did you see my tweet from before re:ipad 2 being sold at #sxsw ?,0,0,1,0,0
2532,@mention did you see that #apple is opening up a temporary store at #SXSW for the iPad 2 launch? maybe we can transfer...,0,0,1,0,0
2533,@mention did you snag an iPad 2 yesterday? thoughts so far? #SXSW,0,0,1,0,0
2534,N5: Spreading the Disease  {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,0,0,1,0,0
2535,"Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping buy back, no es posible.",0,0,1,0,0
2536,Who's heading to the pop-up Apple store today? Anyone know what time the sale starts? #SXSW #SXSWK,0,0,1,0,0
2537,"@mention direct shot @mention offering rewards for check-ins on Latitude, starting in Austin for #SXSW. {link}",0,0,1,0,0
2538,is a bit disappointed that the two iPad talks had so many overlapping examples #sxsw,0,1,0,1,0
2539,@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm,0,0,1,0,0
2540,@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm  {link},0,0,1,0,0
2541,&quot;credit card companies know with 98% accuracy 2 yrs before that you're going to get divorced&quot;  @mention at #sxsw {link},0,0,1,0,0
2542,"So every DJ at #SXSW now spins with an iPad as part of their arsenal. The future is coming. No wait, it's here.",1,0,0,0,0
2543,Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,0,0,1,0,0
2544,Almost didn't bring my #iPad to #SXSW b/c it's a 1st gen. Having lunch wondering what the SXSW hipster uniform will be this year. #FB,0,0,1,0,0
2545,hope u didn't jinx it. :) @mention Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,1,0,0,1,0
2546,"Thank goodness for these two hour breaks where I have turn off my iPhone, or my battery would be TOAST!  #sxsw",0,0,0,0,0
2547,Thank goodness they ran out of iPad 2s. Now I don't have to worry about giving in and just buying one at the popup Apple store. #SXSW,1,0,0,1,0
2548,@mention do I get bonus points if I collect all colors of glow in the dark google cups #googlekillsit #sxsw,0,0,1,0,0
2549,"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",0,0,1,0,0
2550,Just how do you improve your website rankings? Advice from both Google and Bing at #SXSW. {link},0,0,1,0,0
