,tweet_text,pos_rev,polarity,review_len,word_count
503,ipad take sxsw video link apple ipad sxsw,1,0.0,41,8
504,ipad take sxsw video link sxsw,1,0.0,30,6
505,we're congress sxsw rewardswagon mention bookbook ipad case get fast,1,0.2,68,10
506,wjchat i'm go iphone/ipad buy zagg keyboard high hope plan work sxsw,1,0.16,68,12
507,mention sxsw mystery prize hope ipad thanks great panel gift discotalk,1,0.5,70,11
508,quot;high-quality pdf&quot ipad app good investment small mag say chris tomlinson formerly texas ob ap sxsw,1,0.15,107,16
509,setup sxsw demo restaurant page sign download iphone app check link amp say hi mention sxswi,1,0.0,92,16
510,get free iphone charger someone come give one randomly love sxsw,1,0.45,64,11
511,get free iphone-charger alex powermatteam wow make life sxsw much easy thanks link,1,0.2833333333333333,82,13
512,great festival app sxsw feature app store work google map plan schedule free,1,0.6000000000000001,76,13
513,watch guy simultaneously use laptop ipad force strong one mmm sxsw,1,0.4333333333333333,66,11
514,beluga iphone app highlight sxsw excellent way coordinate relief effort,1,1.0,71,10
515,apple selfish brand microsoft serve brand well.#sxsw,0,-0.5,52,7
516,saw preview new mention ipad app awesome sxsw,1,0.5681818181818181,45,8
517,really bad person could steal guy ipad say sxsw,1,-0.6999999999999998,47,9
518,really great mophie experience sxsw user month highly recommend iphone battery goodcustomerservice,1,0.48000000000000004,98,12
519,rumor apple open pop-up store downtown austin sxsw amp ipad launch via mention link,1,0.0,83,14
520,rumor apple open temporary store downtown austin sxsw ipad launch link,1,0.0,70,11
521,get shiny new sxsw discover new music link build flash look great ipad,1,0.3575757575757576,70,13
522,tech bro pose homeless person outside apple pop sign ask ipad sxsw,1,0.0,66,12
523,sxsw beta test interactive book ipad app moonbot studio louisiana cool app,1,0.35,74,12
524,free portable iphone charger mention i'm use heck sxsw link,1,0.4,59,10
525,saw hashable pushed update iphone app look ready use paperless biz card solution sxsw,1,0.2,85,14
526,probably best keep away apple pop store temptation get white ipad sxsw insanely tempt,1,0.0,85,14
527,learn late food relate apps half people rm make apps sxsw gsdm check lovefresh come soon iphone,1,-0.23333333333333334,95,17
528,pretty content nat geo pretty article ipad cooler twitter list current arctic explorer flipboard sxsw,1,0.16666666666666666,101,15
529,fuck mac user link sxsw cwebb ipad grant hill,0,-0.4,45,9
530,yikes reach new level apple-fanboyism last night literally fell asleep macbook pro ipad amp iphone top sxsw,1,0.21212121212121213,107,17
531,touch trackpads first iphone ipad positive natural sit mobile relax sxsw sxswnui,1,0.19242424242424241,80,12
532,ipad wohooo tnx apple popup shop sxsw,1,0.0,37,7
533,get ipad give red cross japan first day sxsw,1,0.08333333333333333,44,9
534,win ipad sxsw via mention sxsw link,1,0.8,35,7
535,ipad hand exquisite sxsw,1,1.0,24,4
536,win ipad via mention video clipcon see intro reel link sxsw suasxsw sxswaccel entrepreneur smallbiz ceokidschat,1,0.8,111,16
537,writer ipad app link save as flight amp big sxsw panel good job mention mention link,1,0.35,84,16
538,dawn's ipad app week early help prep sxsw link,1,0.1,46,9
539,win ipad sxsw via mention sxsw link,1,0.8,35,7
540,sxsw ipad design headache take two tablet call morning link,0,0.0,59,10
541,ipad available i'm austin sxsw major geekdilemma,1,0.23125,48,7
542,sxsw come buy rt mention apple open store near sxsw ipad release link,1,0.05,69,13
543,buy turn ur apple store wipe clean donates school mrs job idea apple sxsw,1,0.3666666666666667,73,14
544,monday's adfonic daily read iphone white release google social sxsw thing mobile ðü link,1,0.011111111111111112,89,14
545,lol gadgetzilla fun mention sxsw festival time omg i'm scar get netbook ipad amp droid,1,0.55,86,15
546,"pack bag sxsw,not take dell laptop sorry richard)...at mercy bb torch iphone webmail suppose...cheers",1,-0.5,101,14
547,best schwag i've see sxsw mention battery charger iphone get one,1,1.0,64,11
548,hour wait makeshift apple store ipad fail sxsw,0,-0.5,46,8
549,want make sxsw film fun download filmaster app link check-in screening amp get private recommendation,1,0.15,101,15
550,make sense limit content specific platform ipad web mention interview mention sxsw,0,0.0,82,12
551,big takeaway sxsw interactive need iphone,1,0.0,41,6
552,guy kawasaki quot;i believe god explanation continuous survival apple years.&quot lol sxsw,0,0.8,90,12
553,apple's take old ipads teach america user get tax write-off buy new ipad kinda cool sxsw,1,0.19545454545454544,88,16
554,essential apps sxsw beyond underwire wired.com link socialmedia iphone android,1,0.0,78,10
555,informal unscientific observation apple far computer choice sxsw hand contest,1,0.1,77,10
556,realize havnt use laptop since thursday pure iphone sprinkle top apple sxsw,1,0.35714285714285715,75,12
557,groupme talk apple app store approval woe would big group people would agree whowillrise sxsw,0,0.0,93,15
558,apple love sxsw hear quite bit grumble hold back feature ipad people would buy,0,0.25,78,14
559,virtualwallet sxsw nfc bc standardization android confusion,0,0.0,59,7
560,holler gram ipad itunes app store link via mention sxsw-sters great app madebymany free,1,0.6000000000000001,87,14
561,umshini wam/night fish weird shit mention say work well together like esp iphone footage sxsw,1,-0.35,93,15
562,watch year old report sxsw via iphone show technology go anywhere...until robot revolt,1,0.1,86,13
563,awesome ipad mention sxswbuffalo lounge sxsw experience complete,1,0.55,64,8
564,ipad rear-facing camera get link sxsw,0,0.0,37,6
565,i'll use ipad someone give otherwise iphone actually task sxsw,1,0.0,62,10
566,ipad sxsw thanks mention fxsw,1,0.2,29,5
567,get ipad courtesy random stranger street...an apple investor sxsw thank utter link,1,-0.25,82,12
568,mention ipad cheap laptop newsapps sxsw,1,0.4,39,6
569,iphone app people use sxsw schedule mention awesome app flummox,1,1.0,63,10
570,mention mention shoot videos sxsw pic ipad link,1,0.0,47,8
571,awesome hand review ipad come tomorrow mention guest post mention he's sxsw,1,1.0,75,12
572,lonelyplanet austin iphone app free godsend gps-aware map city without need wifi sxsw,1,0.4,85,13
573,lonely planet release free austin city guide iphone app sxsw like enough apps cluttering handset,0,0.10000000000000002,96,15
574,lonely planet's new iphone austin city guide free march go sxsw link travel,1,0.14545454545454548,75,13
575,spontaniety life replace technology iphone battery die go home great busy sxsw,0,0.45,78,12
576,day bank america launch iphone app get new customer bankinnovation sxsw,1,0.13636363636363635,71,11
577,mom...i want ipad back link thingsthatdontgotogether sxsw lisa rinna,1,0.0,68,9
578,company company best supply chain walmart apple behance sxsw,1,1.0,60,9
579,way delete app stop load iphone drain power cancel help sxsw,0,0.0,60,11
580,ipad graphic much fast ipad motorola xoom link mention tech sxsw,1,0.1,64,11
581,sxsw evaporation mention mention business model platform iphone app make tool available developer,1,0.4,97,13
582,hope apple approves irelay social network mobile photo share app sxsw easy share people download,1,0.23333333333333334,96,15
583,major apple io update day sxsw genius project manager come brilliant idea nowhammies,0,0.48125,84,13
584,mention apple great turn new old sxsw,1,0.34545454545454546,37,7
585,sweet apple listen temp apple store near sxsw launch link,1,0.22499999999999998,57,10
586,mention apple pop-up store sxsw block long betterthingstodo,0,-0.05,59,8
587,apple pop-up store still ipads sxsw sxswi,1,0.0,41,7
588,love apple pop-up store sxsw freak smart one question at;t bring truck signal please say yes,1,0.35714285714285715,92,16
589,sxsw apple school marketing expert cnet link sxsw,1,0.0,49,8
590,sxsw apple school marketing expert link sxsw,1,0.0,44,7
591,sxsw apple school marketing expert link via mention sxsw apple,1,0.0,62,10
592,sxsw apple school marketing expert link apple jobsco sxsw,1,0.0,57,9
593,sxsw apple school marketing expert link via mention sxsw apple marketing,1,0.0,72,11
594,clever apple set open popup shop core sxsw action link,1,0.08888888888888889,54,10
595,temp apple store--great move really need help brand recognition seriousness pretty cool sxsw,1,0.26666666666666666,92,13
596,come apple cant spell-checking without auto-correct must nothing grrr sxsw,0,-0.7,74,10
597,mention apple's make temp store sxsw get ipad link,1,0.0,50,9
598,fear sxsw attendee pick ipad apple's austin pop-up shop link via mention,1,0.0,72,12
599,try square credit card reader iphone android amazingly simple sxsw impress link,1,0.0,79,12
600,mention arg load iphone via app store site try sxsw feelin touch,0,0.0,64,12
601,charge iphone every sxsw run low possible screen brightness apple fix basic,0,0.0,75,12
602,iphone charge party hallway ux ia professional unite sxsw,1,0.1,57,9
603,go bar get free drink iphone doesdroid sxsw,1,0.4,43,8
604,smart idea rt mention mention write hollergram ipad app sxsw link,1,0.21428571428571427,65,11
605,good cnn article sxsw important social web innovator link i'm bring griddler ipad app,1,0.3777777777777778,85,14
606,apple case study great mktg sxsw show everyone buzz quot;pop-up store&quot link,1,0.8,79,12
607,get flask amp ipad yes i'm sit st wait aicn screen sxsw prepared iloveasurprise link,1,0.0,84,15
608,mention cnngrill sxsw rockin iphone cooler link,1,0.0,47,7
609,nyt wsj sxsw ask future brand native news apps ipad link,0,0.0,56,11
610,mention sxsw attendee mac ipad,1,0.0,30,5
611,mention sxsw quot;apple come cool technology one's ever hear go conferences&quot via mention,1,0.35,92,13
612,mention sxsw quot;apple come cool technology one's ever hear go conferences&quot via mention,1,0.35,92,13
613,mention sxsw quot;apple come cool technology one's ever hear go conferences&quot;û,1,0.35,84,11
614,shat tear rt mention good news austin-bound apple fanboys link sxsw,1,0.7,67,11
615,hear apple open pop-up store downtown scarborough building sxsw cool sxsw newapplestoreaustin,1,0.175,93,12
616,love apple smart enough popup sxsw store story map link tip mention,1,0.2380952380952381,67,12
617,hop easy get ipad today since target audience busy sxsw awesometiming,1,0.26666666666666666,69,11
618,oh excuse rt mention rt mention sxsw quot;apple come cool technology go conferences&quot,1,0.15,88,13
619,wonder percentage sxsw interactive participant iphone gotta high,1,0.16,64,8
620,geek sxsw interactive panel ipad holler gram app use ipad display message others link,1,0.0,85,14
621,line apple store go around block oh that's right ipad also sxsw,1,0.2857142857142857,63,12
622,line popup apple store phenomenal sxsw apple link,1,0.5,49,8
623,venturebeat rt mention second day business apple pop-up store appear trend sxsw vb mention link,1,0.0,95,15
624,bout watch mention live sxsw apple store ipad mention mention living vicariously buy one,1,0.13636363636363635,88,14
625,great location choice nice timing launch apple hp pop sxsw link,1,0.7,63,11
626,iphone battery last long sxsw usage,0,-0.025,35,6
627,launch spin's ipad app sxsw ton music photo videos whatcha think link,1,0.0,69,12
628,austinjs autocorrects sisyphus iphone sayin sxsw,0,0.0,48,6
629,television still two-screen expierence iphone ipad psych sxsw,1,0.0,61,8
630,anyone leave sxsw iphone/ipad time kill airport flight download tiny wing welcome i'm sorry,1,0.10000000000000002,91,14
631,matthew davis/designing ipad quot;the web like strip mall content...&quot sxsw,1,0.0,78,10
632,ipad giveaway use mention sxsw link,1,0.0,35,6
633,win awesome ipad quibids custom mention case catch sxsw wear openbeta vip badge,1,0.9,79,13
634,mention awesome trade sxsw last year ipad,1,0.5,41,7
635,rt haha awesomely rad ipad app mention link hollergram sxsw via mention,1,0.6,71,12
636,rt haha awesomely rad ipad app mention link hollergram sxsw via mention mention,1,0.6,79,13
637,dude may actually buy ipad tomorrow apple temporary store downtown austin sxsw link,1,0.0,83,13
638,give away ipad panel wish luck sxsw,1,0.0,35,7
639,give away ipad sharer invite friend join aos sxsw mention ginger man link,1,0.0,73,13
640,give away apple gift card exchange serious style find conv cntr look hot we'll rest sxsw fashion,1,-0.04166666666666666,96,17
641,say pretty smart time apple drop right top sxsw nearly anyones talk,1,0.27,67,12
642,nothing say douche cake like walk around ipad like iphone sxsw,0,0.0,62,11
643,really amaze see many people put apple's note app ipad sxsw,0,0.35,59,11
644,really amaze see many people put apple's note app ipad sxsw link,0,0.35,64,12
645,apple grab tablet mindshare sxsw rim own one popular event foodspotting mnbuzz link,1,0.6,83,13
646,mention best thing i've hear sxsw quot;i give ipad money japan relief need ipad mention sxswgood,0,1.0,96,16
647,rt globalbestaward holler gram ipad itunes store link via mention sxsw-sters great app madebymany,1,0.8,97,14
648,quotable gt rt ûï@mention quot;apple elegant fascist company america.&quot flip-board sxsw,0,0.5,91,11
649,mention blogging ipad note next step hope great time sxsw,1,0.4,57,10
650,somebody write app let consistently type quot;shit&quot goddamn iphone hey sxsw jump,0,0.25,84,12
651,talk ipad's usefulness developer we're nerd sxsw,1,0.0,48,7
652,redbull bpm dj ipad app power party sxsw dtas mention republic live link,1,0.13636363636363635,72,13
653,everyone buy mention app new ipad day birth happy happy sxsw gsdm,1,0.5787878787878787,65,12
654,buy ipad mention makeshift sxsw apple store launch day fuck respect much wwsxsw,0,-0.1,79,13
655,ironic tee usurp ipad hipster/geek/start-up chic fashion item year's sxsw,1,0.2,73,10
656,sxsw macallan formula successful day sxsw good session ipad glass macallan single malt link,1,0.4595238095238095,91,14
657,mention wait ipad also sale sxsw,1,0.0,32,6
658,sxsw enchantment mention quot;bright spot apple pagemaker save apple believe god b/c explanation apple survival,0,0.0,111,15
659,sxsw enchantment mention quot;no one use windows voluntarily.&quot quot;apple great collection egomaniac history.&quot haha,0,0.5,123,14
660,sxsw enchantment mention quot;sell dream steve job say iphone parts+at;t make ppl suicidal chinese,0,0.0,98,14
661,mention check rt mention sxsw free app festival explorer find band want see music taste link,1,0.4,92,16
662,mention check mention awesome dj skill ipad sxsw,1,1.0,48,8
663,mention check south southwest interactive iphone/ipad must-have apps sit tool mention link sxsw,1,0.0,95,13
664,check quot;mistakes make build netflix iphone.&quot go cool always learn mistake sxsw,1,0.35,85,12
665,mention check late stream apple's store sxsw link come playsxsw,1,-0.3,63,10
666,mention check late stream apple's store sxsw link wait playsxsw,1,-0.3,63,10
667,launch pop-up apple store sxsw quot;vintage&quot store format mostly ipods snarky employee ah good old day,0,0.43333333333333335,106,16
668,stupid technology always fail important time sxsw iphone laptop blackberry thing work pen,0,-0.29999999999999993,89,13
669,official people use ipad take photo look weird sxsw,0,-0.5,51,9
670,official we'll present filmaster iphone contest world's best mobile apps sxsw link,1,0.5,82,12
671,official i'm buy ipad sxsw elevate,1,0.0,34,6
672,pretty excited apple pop store come sxsw link,1,0.3125,45,8
673,pretty excited mention ipad session uxdes sxsw,1,0.3125,46,7
674,pretty excited iphone stop work sxsw at;t,0,0.3125,41,7
675,excite see hls dynamic video ad insertion tv everywhere work later today sxsw popup apple store,1,0.0,95,16
676,rock sxsw mention apple pop store link,1,0.0,38,7
677,first computer kid atari kid first computer ipad able sxsw,1,0.3333333333333333,58,10
678,crowdbeacon put together guide sxsw link late update iphone app go sick,1,-0.5071428571428571,71,12
679,second day business apple pop-up store appear trend sxsw vb mention apple store sxsw pic link,1,0.0,93,16
680,sxsw conf everyone mac ipad include happen pc become obsolete,1,0.0,61,10
681,mention congrats first ipad sxsw,1,0.25,32,5
682,mention congrats iphone app feature sxsw,1,0.0,40,6
683,"mention cool mean watch ustream skyfire browser iphone 
(safari work 
have fun sxsw",1,0.11249999999999999,83,13
684,really could use one tiny macbook air read apple set temporary store sxsw sxsw,1,0.1,78,14
685,new product idea pant build iphone charge dock build pocket sxsw,1,0.13636363636363635,64,11
686,"true,expect insidious approach like apple subscription rt mention link disgraceful library sxsw",0,0.0,95,12
687,bjdproductions even begin apple win sxsw link tech,1,0.8,50,8
688,link security guard enjoy apple store austin sxsw,1,0.4,49,8
689,unimitated fingerprint security scan link itunes sxsw,1,0.0,53,7
690,tech ipad get temporary apple_store sxsw link,1,0.0,45,7
691,also ipad ordered stand line waste valuable fellowship time sxsw,1,-0.2,64,10
692,discover new conversation icebreaker quot;hey new ipad yes is...&quot sxsw social,1,0.10202020202020201,81,11
693,compose tweet acerbic cynical ipad user phone crash dump apps twitterpower sxsw imthatgood,0,-0.6,90,13
694,wish ipad right last long phone awkward laptop sxsw,1,-0.09107142857142857,51,9
695,could dangerous rt mention sweet...apple listen temp apple store near sxsw launch link,1,-0.25,86,13
696,major ipad design flaw sxsw go ipad app stay open switch apps ipaddesignheadaches sxsw,0,0.03125,86,14
697,i'm head sxsw hear talk integrate social network dynamic team synergy i've get ipad ready go,1,0.07777777777777778,92,16
698,bored keynote sxsw use ipad draw picture even good artist link sxswi,1,0.09999999999999998,68,12
699,brand focus rt mention trust zappos likability virgin product apple recipe success mention sxsw,1,0.3,95,14
700,unexpected geekout moment sxsw far talk guy bring traveller rpg iphone,1,0.1,70,11
701,stood line minute buy ipads apple pop-up store apple sxsw ipad austin fuckyeah,1,0.0,78,13
702,sam lick rt mention get ipad sxsw link cc mention,1,0.0,49,10
703,add sxsw flight mention match people planes/airports also download mention iphone app nicely do,1,0.6,95,14
704,find new mapquest iphone app turn-by-turn gps free time check get reacquaint mq sxsw,1,0.2681818181818182,84,14
705,probably put away rt mention android party kinda embarrass iphone sxsw,0,0.0,70,11
706,make good sense rt mention apple set open popup shop core sxsw action link via mention sxsw,1,0.26666666666666666,91,17
707,localmind sound awesome location base q;a could incredibly useful link iphone sxsw,1,0.22499999999999998,82,12
708,heard apple open store downtown austin tomorrow sell ipads sxsw attendee,1,0.0,72,11
709,need charge sxsw talk sun iphone link boom,0,0.0,42,8
710,annoy sxsw schedule app bad ui ipad finger ain't fat y'all,0,-0.6999999999999998,58,11
711,link hear appleûªs open temporary store sxsw via mention,1,0.0,57,9
712,pack charge ipad busy day/weekend ahead also need download sxsw apps iphone/ipad,1,0.1,80,12
713,ipad find friend jeff sxsw thanks everyone help especially mention,1,0.1,66,10
714,pack many apple device alarm set see ya'll sxsw psyched meet finally many guy,1,0.5,77,14
715,want win link sxsw,1,0.8,18,4
716,download daily grape new app mention iphone take wine shop sxsw,1,0.06818181818181818,63,11
717,forbidden apple spoil long live samsung rock sxsw amp sxswi's world,0,0.043181818181818175,67,11
718,make decision id like purchase ipad would perfect sxsw,1,1.0,54,9
719,decide need ipad usguys sxsw,1,0.0,28,5
720,model one rt mention sxsw quot;apple come cool tech one's ever hear cuz go conferences&quot,1,0.35,91,15
721,ipad design panel hilton salon fill quickly surprise tapworthy sxsw fun,1,0.31666666666666665,71,11
722,bit disappointed two ipad talk many overlap example sxsw,0,-0.125,56,9
723,hope jinx mention nice mention iphone app behave today crash yesterday ridiculous sxsw,1,0.13333333333333333,86,13
724,thank goodness run ipad worry give buy one popup apple store sxsw,1,0.0,65,12
725,fest tip-don't iphone douche.put away phone talk fellow festgoers line etc.all good people love film sxsw,0,0.6,105,16
726,count day sxsw plus strong canadian dollar mean stock apple gear,1,0.060416666666666646,64,11
727,apple drive quot;consumerization&quot empower sxsw,1,0.0,50,5
728,android party kinda embarrass iphone sxsw,0,0.0,41,6
729,schedule heavy laptop where's ipad already sxsw,1,-0.2,47,7
730,anybody get sxsw mobile apps work i've download android iphone blackberry get stick downloading startup,0,0.0,103,15
731,i'm already jealous mention apple popup store sxsw link,1,0.0,55,9
732,already tell brought as pillow iphone backup charger sxsw numbassonfloor,1,0.0,72,10
733,srsly love mention mention promo mention srsly hate excludes mention esp since ipad insists i'm disney sxsw,0,-0.15000000000000002,107,17
734,dgtltribe sxsw ipad give-away fantastic go squeeze,1,0.4,50,7
735,sure total scene rt mention speak austin apple store cautiously optimistic nerd sxsw,1,0.25,84,13
736,look like apps sxsw iphone blackberry blackberry link rt mention,1,0.0,64,10
737,even use iphone rt mention evidence sxsw might well call country united state apple sxswsa,1,0.0,90,15
738,like apple pop-up store sixth street congress avenue mention sxsw,1,0.0,65,10
739,fail whale artist mention live ipad sxsw link,1,-0.18181818181818182,45,8
740,sxsw line buy ipad tomorrow notwinning,0,0.0,38,6
741,line sxsw longer temp apple store microsoft booth yeah right,1,0.2857142857142857,60,10
742,short line apple pop store austin people sxsw link,1,0.0,50,9
743,whoa line pop apple store downtown austin ipad midnight madness sxsw link,1,0.0,73,12
744,new iphone autocorrect already tried change quot;coworkers&quot quot;visigoths.&quot go long five day sxsw,0,0.043181818181818175,106,13
745,iphone battery make mention sxsw,0,0.0,32,5
746,one best photo apps iphone ûó hipstamatic ûó get apps sxsw hipstamatic link,1,1.0,77,13
747,smart move apple open popup store launch downtown austin sxsw link,1,0.10714285714285714,66,11
748,sweet convore iphone app ready sxsw link,1,0.275,40,7
749,guy couch play white ipad mashbash party around make statement dammit sxsw,1,0.0,74,12
750,yes apple design win rt mention new isack soo cool sxsw link,1,0.4287878787878788,60,12
751,apple fanboy buy ipad sweeeet sxsw special apple pop-up store,1,0.35714285714285715,61,10
752,hey apple fan get peek space that's slat pop-up sxsw apple store tomorrow link,1,0.0,78,14
753,go foot sxsw forget stop new apple store austin link,1,0.13636363636363635,52,10
754,here's guy buy first sxsw popup store hope register thoora beta link,1,0.25,68,12
755,xwave headset actually control iphone apps brain sxswnui gsdm sxsw,1,0.0,66,10
756,apple hop notice ipad link sxsw sxswi technology mobile prodmktg,0,0.0,64,10
757,look like hour late get ipad sxsw sadpanda,0,-0.3,42,8
758,win free ipad webdoc.com sxsw rt awesome tech right,1,0.6214285714285714,51,9
759,inside ipad chip bring browse boost rt mention best hungry sxsw tip mekong river link,1,1.0,85,15
760,omg...free ipad salon one sxsw,1,0.0,30,5
761,would love sxsw rt mention get food forget snap photo win macbook air ipad,1,0.65,74,14
762,hope may someday keynote swsx rt mention bore keynote sxsw ipad link,1,0.0,68,12
763,lean web convention like small button ipad uxdes sxsw,0,-0.25,53,9
764,one in-your-face ex steal show yrs rt mention quot;at sxsw apple school mkt experts&quot link,1,0.0,93,15
765,love new iphone app suggestion come mention sxsw,1,0.3181818181818182,48,8
766,omg table next pass around ipad hipstermuch sxsw,1,0.0,48,8
767,tim get one rt mention apple employee show force sxsw popup apple store,1,0.0,71,13
768,wow apple pop store downtown austin project million profit weekend alone may stay past weekend sxsw,1,-0.075,99,16
769,omg apple pop-up retail sxsw please let full palette truck park back,1,0.175,68,12
770,wow apple really think sxsw link,1,0.15000000000000002,32,6
771,lol true rt mention official people use ipad take photo look weird sxsw,0,0.21666666666666665,71,13
772,yes please rt@mention sxsw want win ipad get case mention mention mentionr,1,0.8,74,12
773,ah nice simple idea rt mention hello holler gram get know mention new ipad app link hollergram sxsw,1,0.24545454545454545,99,18
774,temp apple store kill austin sell early every day sxsw,1,0.1,54,10
775,apple store pop sxsw huge crowd wait geek dream come true link,1,0.375,62,12
776,sxsw live stream work ipad fail link,0,-0.18181818181818182,36,7
777,sxsw apple survival kit iûªm take apple stuff sxsw clothes link,1,0.0,64,11
778,hmm sxsw.com/interactive/live stream ipad/mobile compatible maybe next year sxsw,0,0.0,80,9
779,yay love ipad perfectly portable travel we've thanks sxsw pop-up store,1,0.5666666666666667,70,11
780,look like fun session sxsw quot;mistakes make build nextflix iphone&quot link,1,0.3,77,11
781,may hide sxsw tweet think apple pop-up store final straw yes i'm jealous,1,0.0,72,13
782,would like know lbs app download commandeered iphone's geolocation set amp relinquish batterykiller sxsw,0,0.0,104,14
783,google tv ipad app connect tv experience talk super rad sxsw,1,0.3333333333333333,60,11
784,great see rt mention i'll austin convention center today mention fam show new iphone game sxsw,1,0.1090909090909091,94,16
785,iphone user kill yo self hat ubertwitter new ubersocial iphone app store include uberguide sxsw,1,0.13636363636363635,95,15
786,attn dude use new ipad camera middle overcrowd sxsw presentation rock fail,0,-0.12121212121212122,74,12
787,trade xoom party ipad mention sxsw winwin win tigerblood,1,0.8,56,9
788,dear apple could roll hot dog cart full ipad austin convention center bring hot dog sxsw,1,0.1875,88,16
789,new iphone new ipad come run fast cuz every girl crazy sharp mac man strum guitar sxsw,1,-0.05045454545454545,86,17
790,hey people sxsw launch mention follow detail chance free ipad,1,0.4,61,10
791,want one rumor apple open temporary store downtown austin sxsw ipad launch link,1,0.0,79,13
792,oh apple ridiculous even begin apple winsåê#sxsw link via mention,1,-0.3333333333333333,65,10
793,genius idea rt mention apple popup store sxsw link,1,0.0,50,9
794,update heading apple store buy ipad sxsw,1,0.0,40,7
795,get ready quot;ipad design headaches&quot sxsw,0,0.2,46,6
796,get ready sxsw instal mention iphone woot link,1,0.2,46,8
797,sxsw already pay dividend discover couple cool apps iphone android,1,0.35,66,10
798,never realize shitty iphone battery sxsw i'm charge every hour,0,0.0,62,10
799,apple steal show pop-up marketing sxsw-- link,1,0.0,45,7
800,meet team set sxsw apple store set whole place nothing day great work,1,0.5,69,13
801,nice hear mint.com work ipad app ftw sxswi sxsw,1,0.6,47,9
802,appear apple open pop store austin sxsw employee try hide beechwood table give away,1,0.0,83,14
803,several year late think trend social apps mention sxsw google circle conversation mention,0,-0.08888888888888889,89,13
804,another reason go austin apple open sxsw popup store link,1,0.0,57,10
805,great blog late news sxsw like open apple store link mention,1,0.16666666666666666,60,11
806,that's great rt mention i'm unique sxsw i'm one iphone others follower iphone win,1,0.6583333333333333,81,14
807,today's tech tidbit ipad take sxsw video link via mention mention sxsw tech,1,0.0,75,13
808,mention echofon iphone amp mac ûïmuteû function block sxsw amp sxswi iûªm canûªt wait,1,0.0,90,14
809,heck would anyone want mozilla switch crapkit webkit gecko good stupid apple/google bandwaggoners sxsw,0,-0.04999999999999999,102,14
810,apple cite opposite crowdsourcing proprietary steve job tell want csuitecsourcing sxsw,0,0.0,86,11
811,amuse apple pop-up store sxsw year brilliant idea brilliant link,1,0.9,64,10
812,walked line ipad bahahahaha least block long fail sxsw,0,-0.2833333333333333,54,9
813,call hot spot mobile heatmap iphone app leverage sxsw help find hot quiet place,1,0.16666666666666666,79,14
814,update iphone app song info select stream incl mention amp live video stream time sxsw link,1,0.13636363636363635,91,16
815,connect bluetooth keyboard iphone hello fast blogging i'm sxsw,1,0.2,62,9
816,convince upgrade ipad hold one sxsw trade show fail willpower check,1,-0.5,67,11
817,show mention charge anywhere bar charge iphone whole table want buy one sxsw,1,0.2,76,13
818,walk past suppose apple sxsw temp store downstairs mention apple cult outside take photos iphones,0,-0.125,97,15
819,pick mention book killer photoes iphone sxsw sxswchi link,1,0.0,57,9
820,pick ipad back sxsw link,1,0.0,24,5
821,free coffee company free drink company free food company money save go apple life sxsw,1,0.4000000000000001,86,15
822,nice see speaker sneak irrelevant snarky comment apple class sxsw authenticationdesign,0,0.04999999999999999,86,11
823,guess need figure session ipad app killer selection overwhelm sxsw,1,0.0,66,10
824,week sxsw total ipad envy fb,1,0.0,28,6
825,good meet see mention forget mindjet give away ipad best mindmanager map sxswi detail link,1,0.85,90,15
826,prefer news iphone ipad droid mention apps mention mention amp mention mobile apps sxsw,1,0.0,87,14
827,like vega ce iphone best use hand warmer sxsw,0,1.0,45,9
828,great panel ipad magazine design pull article different mag sound awesome who's go build touchingstories sxsw,1,0.55,109,16
829,airport delay sxsw introduce mention catphysics feel like drug pusher first ipad play free,1,0.325,90,14
830,apple's release ipad sxsw huge win especially international attendee town show,1,0.4000000000000001,78,11
831,note self downside tweet white ipad expect mock mention sxsw,0,0.0,60,10
832,quot;i believe god explanation apple's continue existence.&quot guy kawasaki enchantment sxsw,1,0.0,93,11
833,tell sxsw happen iphone apps update day,1,0.0,39,7
834,i'm insanely jealous everyone ipad sxsw seem like great way interact panel next year,1,-0.06666666666666665,84,14
835,apple's temporary megastore sxsw could model future conferences/events link,1,0.0,75,9
836,friend sxsw think abandon reality mean communication iphone stop work fail,0,-0.40625,74,11
837,normal scene sxsw ipad lap iphone hand link,1,0.15,43,8
838,happen taxi magic iphone app call cab via sxsw,0,0.5,46,9
839,apple open pop shop austin sxsw man everywhere,1,0.0,46,8
840,funny moment sxsw panel dennis crowley get ipad owner hold new ipad look like lighter rock concert,1,0.19318181818181818,98,17
841,sxsw essential water/energy bar smart phone camera map dt sunglasses rainjacket laptop/ipad player/ipod earplug,1,0.10714285714285714,111,14
842,rt mention love apple pop-up store sxsw one question at;t bring truck signal please say yes,1,0.5,91,16
843,ha rt mention ûï@mention sxsw quot;apple come cool technology one's ever hear go conferences&quot;û,1,0.35,102,14
844,rt mention mention geek need somewhere downtown line get ipad i'll drop sxsw,1,0.0,76,13
845,lol rt mention sxsw quot;apple come cool technology one's ever hear go conferences&quot,1,0.575,87,13
846,lol rt mention sxsw quot;apple come cool technology one's ever hear go conferences&quot via mention,1,0.575,99,15
847,lol rt mention sxsw quot;apple come cool technology one's ever hear go conferences&quot ausxsw,1,0.575,94,14
848,link mention chat via iphone hilarious sxsw,1,0.5,43,7
